Movie_ID,Title,Genre,Director,Cast,Country,Release_Year,Rating,Duration_Minutes,Language,Popularity_Score,Vote_Count,Age_Group,Description,Combined_Features
957,The Last Journey 957,Horror,Arjun Rao,Priya Rao,South Korea,2006,R,92,Telugu,4.75,156144,Teens,"A horror movie directed by Arjun Rao, starring Priya Rao. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror Arjun Rao Priya Rao South Korea Telugu R Teens A horror movie directed by Arjun Rao, starring Priya Rao. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
958,Ocean Mystery 958,Adventure,Daniel Thomas,David Miller,South Korea,2003,PG-13,110,Spanish,7.48,291564,Family,"A adventure movie directed by Daniel Thomas, starring David Miller. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Daniel Thomas David Miller South Korea Spanish PG-13 Family A adventure movie directed by Daniel Thomas, starring David Miller. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
959,The Warrior 959,Adventure,Priya Sharma,Emily Brown,India,2008,PG,117,Tamil,5.25,128027,Teens,"A adventure movie directed by Priya Sharma, starring Emily Brown. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Priya Sharma Emily Brown India Tamil PG Teens A adventure movie directed by Priya Sharma, starring Emily Brown. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
960,Unknown Enemy 960,Thriller,David Smith,Michael Johnson,Australia,2021,A,176,Japanese,8.17,369936,Kids,"A thriller movie directed by David Smith, starring Michael Johnson. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller David Smith Michael Johnson Australia Japanese A Kids A thriller movie directed by David Smith, starring Michael Johnson. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
961,Future City 961,Thriller,Robert Wilson,Chris Evans,Australia,2012,R,113,Telugu,4.55,90987,Teens,"A thriller movie directed by Robert Wilson, starring Chris Evans. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller Robert Wilson Chris Evans Australia Telugu R Teens A thriller movie directed by Robert Wilson, starring Chris Evans. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
962,The Last Journey 962,Sci-Fi,John Williams,John Carter,UK,2006,U/A,115,Tamil,7.65,324735,Adults,"A sci-fi movie directed by John Williams, starring John Carter. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi John Williams John Carter UK Tamil U/A Adults A sci-fi movie directed by John Williams, starring John Carter. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
963,Hidden Truth 963,Documentary,Daniel Thomas,Priya Rao,Japan,2005,U/A,123,Japanese,4.56,309835,Teens,"A documentary movie directed by Daniel Thomas, starring Priya Rao. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Documentary Daniel Thomas Priya Rao Japan Japanese U/A Teens A documentary movie directed by Daniel Thomas, starring Priya Rao. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
964,Ocean Mystery 964,Horror,David Smith,Tom Harris,Australia,2021,U/A,133,Spanish,6.21,61048,Kids,"A horror movie directed by David Smith, starring Tom Harris. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror David Smith Tom Harris Australia Spanish U/A Kids A horror movie directed by David Smith, starring Tom Harris. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
965,The Forgotten Story 965,Documentary,Raj Kumar,Tom Harris,USA,2010,A,178,French,7.0,288916,Kids,"A documentary movie directed by Raj Kumar, starring Tom Harris. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Documentary Raj Kumar Tom Harris USA French A Kids A documentary movie directed by Raj Kumar, starring Tom Harris. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
966,The Final Mission 966,Sci-Fi,Christopher Lee,Emily Brown,USA,2021,U/A,133,Japanese,5.64,62607,Kids,"A sci-fi movie directed by Christopher Lee, starring Emily Brown. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi Christopher Lee Emily Brown USA Japanese U/A Kids A sci-fi movie directed by Christopher Lee, starring Emily Brown. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
967,Dreams of Tomorrow 967,Adventure,Priya Sharma,Priya Rao,USA,2014,U,132,Spanish,7.19,290416,Teens,"A adventure movie directed by Priya Sharma, starring Priya Rao. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Priya Sharma Priya Rao USA Spanish U Teens A adventure movie directed by Priya Sharma, starring Priya Rao. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
968,The Secret 968,Adventure,James Anderson,Arjun Reddy,France,2004,PG,103,Japanese,8.54,139188,Teens,"A adventure movie directed by James Anderson, starring Arjun Reddy. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure James Anderson Arjun Reddy France Japanese PG Teens A adventure movie directed by James Anderson, starring Arjun Reddy. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
969,The Great Adventure 969,Drama,James Anderson,Robert King,Canada,2003,PG,93,Spanish,4.72,286716,Adults,"A drama movie directed by James Anderson, starring Robert King. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama James Anderson Robert King Canada Spanish PG Adults A drama movie directed by James Anderson, starring Robert King. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events."
970,Silent Killer 970,Adventure,Raj Kumar,Ananya Sharma,France,2002,PG-13,96,Hindi,9.15,316375,Family,"A adventure movie directed by Raj Kumar, starring Ananya Sharma. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Raj Kumar Ananya Sharma France Hindi PG-13 Family A adventure movie directed by Raj Kumar, starring Ananya Sharma. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
971,The Warrior 971,Documentary,Vikram Singh,David Miller,Australia,2023,PG,108,Telugu,5.18,132573,Adults,"A documentary movie directed by Vikram Singh, starring David Miller. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Documentary Vikram Singh David Miller Australia Telugu PG Adults A documentary movie directed by Vikram Singh, starring David Miller. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
972,The Secret 972,Horror,Raj Kumar,Emily Brown,India,2025,A,144,English,3.81,281855,Family,"A horror movie directed by Raj Kumar, starring Emily Brown. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror Raj Kumar Emily Brown India English A Family A horror movie directed by Raj Kumar, starring Emily Brown. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
973,Ocean Mystery 973,Horror,Vikram Singh,Michael Johnson,France,2015,U/A,126,Hindi,2.98,208575,Family,"A horror movie directed by Vikram Singh, starring Michael Johnson. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror Vikram Singh Michael Johnson France Hindi U/A Family A horror movie directed by Vikram Singh, starring Michael Johnson. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
974,Dark Night 974,Sci-Fi,Raj Kumar,Ravi Kumar,Australia,2025,U/A,155,Spanish,2.13,438040,Adults,"A sci-fi movie directed by Raj Kumar, starring Ravi Kumar. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi Raj Kumar Ravi Kumar Australia Spanish U/A Adults A sci-fi movie directed by Raj Kumar, starring Ravi Kumar. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
975,Hidden Truth 975,Thriller,David Smith,Ananya Sharma,France,2009,A,138,Japanese,4.44,248652,Kids,"A thriller movie directed by David Smith, starring Ananya Sharma. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller David Smith Ananya Sharma France Japanese A Kids A thriller movie directed by David Smith, starring Ananya Sharma. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
976,Unknown Enemy 976,Documentary,Daniel Thomas,Michael Johnson,Japan,2001,U,116,French,3.39,413763,Teens,"A documentary movie directed by Daniel Thomas, starring Michael Johnson. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Documentary Daniel Thomas Michael Johnson Japan French U Teens A documentary movie directed by Daniel Thomas, starring Michael Johnson. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
977,The Forgotten Story 977,Horror,Steven Martin,John Carter,France,2020,R,104,Japanese,7.96,69661,Adults,"A horror movie directed by Steven Martin, starring John Carter. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror Steven Martin John Carter France Japanese R Adults A horror movie directed by Steven Martin, starring John Carter. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
978,The Great Adventure 978,Documentary,Priya Sharma,Tom Harris,India,2006,R,136,Telugu,4.35,46707,Teens,"A documentary movie directed by Priya Sharma, starring Tom Harris. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Documentary Priya Sharma Tom Harris India Telugu R Teens A documentary movie directed by Priya Sharma, starring Tom Harris. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
979,Digital World 979,Action,Robert Wilson,David Miller,Australia,2015,U,122,French,6.97,181296,Kids,"A action movie directed by Robert Wilson, starring David Miller. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Action Robert Wilson David Miller Australia French U Kids A action movie directed by Robert Wilson, starring David Miller. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
980,Silent Killer 980,Drama,John Williams,Priya Rao,UK,2006,PG,179,Japanese,8.62,152108,Family,"A drama movie directed by John Williams, starring Priya Rao. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama John Williams Priya Rao UK Japanese PG Family A drama movie directed by John Williams, starring Priya Rao. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
981,Beyond Time 981,Drama,Michael Brown,Robert King,France,2010,U,87,Spanish,8.05,441148,Family,"A drama movie directed by Michael Brown, starring Robert King. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama Michael Brown Robert King France Spanish U Family A drama movie directed by Michael Brown, starring Robert King. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
982,The Last Journey 982,Romance,David Smith,Ravi Kumar,Japan,2023,U,151,Tamil,2.86,455838,Teens,"A romance movie directed by David Smith, starring Ravi Kumar. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance David Smith Ravi Kumar Japan Tamil U Teens A romance movie directed by David Smith, starring Ravi Kumar. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
983,Hidden Truth 983,Comedy,Daniel Thomas,David Miller,Australia,2003,PG,146,Telugu,7.39,2304,Family,"A comedy movie directed by Daniel Thomas, starring David Miller. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Comedy Daniel Thomas David Miller Australia Telugu PG Family A comedy movie directed by Daniel Thomas, starring David Miller. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
984,Lost World 984,Adventure,Michael Brown,Robert King,USA,2001,PG-13,177,French,5.36,33970,Kids,"A adventure movie directed by Michael Brown, starring Robert King. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Michael Brown Robert King USA French PG-13 Kids A adventure movie directed by Michael Brown, starring Robert King. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
985,Dreams of Tomorrow 985,Action,Priya Sharma,Priya Rao,Japan,2022,U,123,Korean,1.52,112317,Teens,"A action movie directed by Priya Sharma, starring Priya Rao. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Action Priya Sharma Priya Rao Japan Korean U Teens A action movie directed by Priya Sharma, starring Priya Rao. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
986,Magic World 986,Thriller,John Williams,Chris Evans,Australia,2007,U/A,88,Korean,3.15,419739,Family,"A thriller movie directed by John Williams, starring Chris Evans. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller John Williams Chris Evans Australia Korean U/A Family A thriller movie directed by John Williams, starring Chris Evans. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
987,Unknown Enemy 987,Thriller,Arjun Rao,David Miller,Australia,2019,U/A,129,Tamil,6.8,61315,Family,"A thriller movie directed by Arjun Rao, starring David Miller. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller Arjun Rao David Miller Australia Tamil U/A Family A thriller movie directed by Arjun Rao, starring David Miller. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
988,The Forgotten Story 988,Drama,Raj Kumar,Chris Evans,Australia,2021,PG,96,Tamil,3.03,138831,Teens,"A drama movie directed by Raj Kumar, starring Chris Evans. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama Raj Kumar Chris Evans Australia Tamil PG Teens A drama movie directed by Raj Kumar, starring Chris Evans. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
989,The Last Journey 989,Romance,Arjun Rao,Emily Brown,South Korea,2006,PG,136,Hindi,6.6,308717,Teens,"A romance movie directed by Arjun Rao, starring Emily Brown. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance Arjun Rao Emily Brown South Korea Hindi PG Teens A romance movie directed by Arjun Rao, starring Emily Brown. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
990,Unknown Enemy 990,Romance,Priya Sharma,Ravi Kumar,Canada,2012,R,162,Japanese,2.32,380696,Adults,"A romance movie directed by Priya Sharma, starring Ravi Kumar. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance Priya Sharma Ravi Kumar Canada Japanese R Adults A romance movie directed by Priya Sharma, starring Ravi Kumar. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events."
991,Silent Killer 991,Comedy,James Anderson,Priya Rao,India,2007,U/A,147,English,4.49,249343,Family,"A comedy movie directed by James Anderson, starring Priya Rao. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Comedy James Anderson Priya Rao India English U/A Family A comedy movie directed by James Anderson, starring Priya Rao. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
992,Future City 992,Romance,Arjun Rao,Emily Brown,India,2010,PG-13,144,English,4.11,23191,Family,"A romance movie directed by Arjun Rao, starring Emily Brown. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance Arjun Rao Emily Brown India English PG-13 Family A romance movie directed by Arjun Rao, starring Emily Brown. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
993,Ocean Mystery 993,Horror,Robert Wilson,Emily Brown,France,2005,U,167,Telugu,7.52,19090,Teens,"A horror movie directed by Robert Wilson, starring Emily Brown. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror Robert Wilson Emily Brown France Telugu U Teens A horror movie directed by Robert Wilson, starring Emily Brown. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
994,The Great Adventure 994,Horror,David Smith,Priya Rao,South Korea,2008,U/A,125,French,1.56,370516,Kids,"A horror movie directed by David Smith, starring Priya Rao. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror David Smith Priya Rao South Korea French U/A Kids A horror movie directed by David Smith, starring Priya Rao. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
995,Future City 995,Romance,Priya Sharma,Priya Rao,Japan,2017,U,84,Telugu,5.48,113100,Adults,"A romance movie directed by Priya Sharma, starring Priya Rao. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance Priya Sharma Priya Rao Japan Telugu U Adults A romance movie directed by Priya Sharma, starring Priya Rao. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
996,Unknown Enemy 996,Action,David Smith,Ananya Sharma,Australia,2010,A,133,French,4.74,158217,Adults,"A action movie directed by David Smith, starring Ananya Sharma. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Action David Smith Ananya Sharma Australia French A Adults A action movie directed by David Smith, starring Ananya Sharma. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
997,Lost World 997,Adventure,Michael Brown,Priya Rao,France,2001,A,94,Japanese,4.19,414941,Family,"A adventure movie directed by Michael Brown, starring Priya Rao. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Michael Brown Priya Rao France Japanese A Family A adventure movie directed by Michael Brown, starring Priya Rao. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
998,Beyond Time 998,Drama,Steven Martin,Emily Brown,South Korea,2020,U/A,125,English,1.69,195977,Kids,"A drama movie directed by Steven Martin, starring Emily Brown. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama Steven Martin Emily Brown South Korea English U/A Kids A drama movie directed by Steven Martin, starring Emily Brown. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
999,Lost World 999,Thriller,David Smith,Tom Harris,South Korea,2021,R,141,Spanish,5.14,293677,Family,"A thriller movie directed by David Smith, starring Tom Harris. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller David Smith Tom Harris South Korea Spanish R Family A thriller movie directed by David Smith, starring Tom Harris. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1000,The Warrior 1000,Sci-Fi,James Anderson,Ananya Sharma,India,2013,R,92,Korean,5.13,358502,Family,"A sci-fi movie directed by James Anderson, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi James Anderson Ananya Sharma India Korean R Family A sci-fi movie directed by James Anderson, starring Ananya Sharma. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
1001,The Warrior 1001,Documentary,Daniel Thomas,John Carter,UK,2005,U,172,Hindi,5.33,393808,Teens,"A documentary movie directed by Daniel Thomas, starring John Carter. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Documentary Daniel Thomas John Carter UK Hindi U Teens A documentary movie directed by Daniel Thomas, starring John Carter. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
1002,Digital World 1002,Horror,David Smith,Robert King,Australia,2010,U,112,Tamil,2.23,465326,Teens,"A horror movie directed by David Smith, starring Robert King. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror David Smith Robert King Australia Tamil U Teens A horror movie directed by David Smith, starring Robert King. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
1003,Silent Killer 1003,Sci-Fi,James Anderson,David Miller,South Korea,2012,U,129,Hindi,8.68,145151,Adults,"A sci-fi movie directed by James Anderson, starring David Miller. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi James Anderson David Miller South Korea Hindi U Adults A sci-fi movie directed by James Anderson, starring David Miller. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1004,The Final Mission 1004,Comedy,Robert Wilson,Arjun Reddy,USA,2011,U,149,French,1.98,275111,Kids,"A comedy movie directed by Robert Wilson, starring Arjun Reddy. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Comedy Robert Wilson Arjun Reddy USA French U Kids A comedy movie directed by Robert Wilson, starring Arjun Reddy. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1005,Future City 1005,Documentary,Priya Sharma,Emily Brown,South Korea,2002,PG-13,127,Korean,4.66,73502,Kids,"A documentary movie directed by Priya Sharma, starring Emily Brown. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Documentary Priya Sharma Emily Brown South Korea Korean PG-13 Kids A documentary movie directed by Priya Sharma, starring Emily Brown. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1006,Digital World 1006,Romance,Raj Kumar,Emily Brown,South Korea,2025,U/A,141,French,6.13,87278,Teens,"A romance movie directed by Raj Kumar, starring Emily Brown. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance Raj Kumar Emily Brown South Korea French U/A Teens A romance movie directed by Raj Kumar, starring Emily Brown. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1007,Dark Night 1007,Action,Vikram Singh,Chris Evans,France,2004,PG-13,168,English,9.27,301114,Family,"A action movie directed by Vikram Singh, starring Chris Evans. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events.","Action Vikram Singh Chris Evans France English PG-13 Family A action movie directed by Vikram Singh, starring Chris Evans. The story takes place in France and follows an exciting journey filled with mystery, emotions and unexpected events."
1008,Magic World 1008,Comedy,Robert Wilson,Chris Evans,UK,2022,U,161,Tamil,9.83,189799,Kids,"A comedy movie directed by Robert Wilson, starring Chris Evans. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Comedy Robert Wilson Chris Evans UK Tamil U Kids A comedy movie directed by Robert Wilson, starring Chris Evans. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
1009,The Final Mission 1009,Thriller,David Smith,Ravi Kumar,Japan,2011,U,108,Spanish,9.17,421317,Adults,"A thriller movie directed by David Smith, starring Ravi Kumar. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller David Smith Ravi Kumar Japan Spanish U Adults A thriller movie directed by David Smith, starring Ravi Kumar. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
1010,The Warrior 1010,Documentary,Robert Wilson,Michael Johnson,Australia,2016,R,122,Telugu,5.69,55845,Kids,"A documentary movie directed by Robert Wilson, starring Michael Johnson. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Documentary Robert Wilson Michael Johnson Australia Telugu R Kids A documentary movie directed by Robert Wilson, starring Michael Johnson. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
1011,Magic World 1011,Romance,Steven Martin,David Miller,South Korea,2001,PG,87,Korean,2.46,401515,Adults,"A romance movie directed by Steven Martin, starring David Miller. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance Steven Martin David Miller South Korea Korean PG Adults A romance movie directed by Steven Martin, starring David Miller. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1012,The Warrior 1012,Adventure,Arjun Rao,Ravi Kumar,USA,2003,PG-13,173,Japanese,6.77,414858,Teens,"A adventure movie directed by Arjun Rao, starring Ravi Kumar. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Arjun Rao Ravi Kumar USA Japanese PG-13 Teens A adventure movie directed by Arjun Rao, starring Ravi Kumar. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1013,The Last Hero 1013,Sci-Fi,Vikram Singh,Ravi Kumar,USA,2016,A,138,English,9.64,125781,Family,"A sci-fi movie directed by Vikram Singh, starring Ravi Kumar. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Sci-Fi Vikram Singh Ravi Kumar USA English A Family A sci-fi movie directed by Vikram Singh, starring Ravi Kumar. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1014,The Last Hero 1014,Thriller,Vikram Singh,Emily Brown,UK,2021,R,172,Korean,5.49,78060,Kids,"A thriller movie directed by Vikram Singh, starring Emily Brown. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events.","Thriller Vikram Singh Emily Brown UK Korean R Kids A thriller movie directed by Vikram Singh, starring Emily Brown. The story takes place in UK and follows an exciting journey filled with mystery, emotions and unexpected events."
1015,Broken Dreams 1015,Horror,Daniel Thomas,Ravi Kumar,USA,2004,U/A,153,Korean,8.06,139327,Teens,"A horror movie directed by Daniel Thomas, starring Ravi Kumar. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror Daniel Thomas Ravi Kumar USA Korean U/A Teens A horror movie directed by Daniel Thomas, starring Ravi Kumar. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1016,Digital World 1016,Horror,John Williams,Priya Rao,Japan,2009,U,122,Spanish,1.41,411917,Kids,"A horror movie directed by John Williams, starring Priya Rao. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Horror John Williams Priya Rao Japan Spanish U Kids A horror movie directed by John Williams, starring Priya Rao. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
1017,Love Story 1017,Action,Steven Martin,John Carter,Japan,2007,PG,145,Japanese,5.63,205843,Adults,"A action movie directed by Steven Martin, starring John Carter. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events.","Action Steven Martin John Carter Japan Japanese PG Adults A action movie directed by Steven Martin, starring John Carter. The story takes place in Japan and follows an exciting journey filled with mystery, emotions and unexpected events."
1018,Love Story 1018,Romance,Michael Brown,Daniel Scott,USA,2021,R,180,English,3.21,233920,Family,"A romance movie directed by Michael Brown, starring Daniel Scott. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance Michael Brown Daniel Scott USA English R Family A romance movie directed by Michael Brown, starring Daniel Scott. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1019,Unknown Enemy 1019,Drama,David Smith,Ravi Kumar,India,2002,R,92,Hindi,1.0,68423,Adults,"A drama movie directed by David Smith, starring Ravi Kumar. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama David Smith Ravi Kumar India Hindi R Adults A drama movie directed by David Smith, starring Ravi Kumar. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
1020,The Forgotten Story 1020,Romance,Arjun Rao,Michael Johnson,South Korea,2008,A,133,Korean,4.58,418558,Adults,"A romance movie directed by Arjun Rao, starring Michael Johnson. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events.","Romance Arjun Rao Michael Johnson South Korea Korean A Adults A romance movie directed by Arjun Rao, starring Michael Johnson. The story takes place in South Korea and follows an exciting journey filled with mystery, emotions and unexpected events."
1021,Love Story 1021,Drama,John Williams,Robert King,USA,2001,PG,80,Spanish,1.4,92864,Kids,"A drama movie directed by John Williams, starring Robert King. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama John Williams Robert King USA Spanish PG Kids A drama movie directed by John Williams, starring Robert King. The story takes place in USA and follows an exciting journey filled with mystery, emotions and unexpected events."
1022,Dreams of Tomorrow 1022,Action,Robert Wilson,John Carter,India,2006,PG,146,Telugu,4.53,492248,Family,"A action movie directed by Robert Wilson, starring John Carter. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events.","Action Robert Wilson John Carter India Telugu PG Family A action movie directed by Robert Wilson, starring John Carter. The story takes place in India and follows an exciting journey filled with mystery, emotions and unexpected events."
1023,Magic World 1023,Adventure,Priya Sharma,Ananya Sharma,Australia,2002,A,178,French,9.56,413374,Kids,"A adventure movie directed by Priya Sharma, starring Ananya Sharma. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events.","Adventure Priya Sharma Ananya Sharma Australia French A Kids A adventure movie directed by Priya Sharma, starring Ananya Sharma. The story takes place in Australia and follows an exciting journey filled with mystery, emotions and unexpected events."
1024,The Last Journey 1024,Drama,David Smith,Tom Harris,Canada,2025,R,157,Hindi,6.6,45840,Teens,"A drama movie directed by David Smith, starring Tom Harris. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events.","Drama David Smith Tom Harris Canada Hindi R Teens A drama movie directed by David Smith, starring Tom Harris. The story takes place in Canada and follows an exciting journey filled with mystery, emotions and unexpected events."
